fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME,CMRCL_RSB
2026-07-07T02:11:50.813617+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,5,20000,30000,70.6,29.4,0.0,0.0,70.6,29.4,0.0,0.0,81.0,19.0,20260707 0130,
2026-07-07T02:11:50.813617+09:00,보신각,보신각,POI010,KEY_3,한산한,5,30000,40000,93.5,6.5,0.0,19.4,67.7,12.9,0.0,0.0,100.0,0.0,20260707 0000,
2026-07-07T02:11:50.813617+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,4,10000,20000,22.5,77.5,0.0,54.9,0.0,22.5,0.0,22.5,100.0,0.0,20260706 2250,
2026-07-07T02:11:50.813617+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,6,10000,20000,91.8,8.2,0.0,5.9,50.6,10.6,7.1,25.9,100.0,0.0,20260707 0150,
2026-07-07T02:11:50.813617+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,6,50000,60000,100.0,0.0,0.0,3.7,0.0,14.8,0.0,81.5,51.9,48.1,20260707 0140,
2026-07-07T02:11:50.813617+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,4,60000,70000,51.3,48.7,0.0,42.6,41.7,15.7,0.0,0.0,100.0,0.0,20260707 0130,
2026-07-07T02:11:50.813617+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,7,40000,50000,46.2,53.8,0.0,21.7,63.2,5.7,0.9,8.5,95.5,4.5,20260707 0150,
2026-07-07T02:11:50.813617+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,5,30000,40000,94.3,5.7,0.0,11.4,14.3,0.0,11.4,62.9,100.0,0.0,20260707 0200,
2026-07-07T02:11:50.813617+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,한산한,36,1000000,1100000,49.6,50.4,0.0,82.9,15.8,0.0,1.3,0.0,100.0,0.0,20260707 0200,
2026-07-07T02:11:50.813617+09:00,가락시장,가락시장,POI058,KEY_2,바쁜,10,750000,800000,17.6,82.4,0.0,0.0,0.0,0.0,56.0,44.0,50.3,49.7,20260707 0200,
2026-07-07T02:11:50.813617+09:00,가로수길,가로수길,POI059,KEY_3,한산한,11,750000,800000,86.3,13.7,0.0,18.1,74.9,5.6,0.0,1.4,100.0,0.0,20260707 0200,
2026-07-07T02:11:50.813617+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,5,100000,150000,96.2,3.8,0.0,3.8,96.2,0.0,0.0,0.0,100.0,0.0,20260706 2250,
2026-07-07T02:11:50.813617+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,20000,30000,92.0,8.0,0.0,0.0,24.0,76.0,0.0,0.0,100.0,0.0,20260706 2220,
2026-07-07T02:11:50.813617+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,4,30000,40000,100.0,0.0,0.0,0.0,47.1,8.8,44.1,0.0,100.0,0.0,20260707 0000,
2026-07-07T02:11:50.813617+09:00,노량진,노량진,POI063,KEY_3,한산한,5,20000,30000,68.0,32.0,0.0,76.0,24.0,0.0,0.0,0.0,100.0,0.0,20260707 0150,
2026-07-07T02:11:50.813617+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,보통,4,200000,250000,100.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,1.8,98.2,20260706 2020,
2026-07-07T02:11:50.813617+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,22.2,77.8,0.0,0.0,100.0,0.0,20260706 2330,
2026-07-07T02:11:50.813617+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,4,30000,40000,100.0,0.0,0.0,0.0,20.8,12.5,66.7,0.0,70.6,29.4,20260706 2330,
2026-07-07T02:11:50.813617+09:00,서촌,서촌,POI067,KEY_3,한산한,4,20000,30000,81.8,18.2,0.0,0.0,40.9,59.1,0.0,0.0,100.0,0.0,20260707 0010,
2026-07-07T02:11:50.813617+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,4,10000,20000,73.3,26.7,0.0,0.0,0.0,40.0,60.0,0.0,100.0,0.0,20260707 0130,
2026-07-07T02:11:50.813617+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,37.5,62.5,0.0,0.0,72.7,27.3,20260707 0130,
2026-07-07T02:11:50.813617+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,4,30000,40000,53.3,46.7,0.0,26.7,16.7,46.7,10.0,0.0,100.0,0.0,20260707 0000,
2026-07-07T02:11:50.813617+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,한산한,4,80000,90000,0.0,100.0,0.0,85.7,0.0,14.3,0.0,0.0,39.8,60.2,20260707 0120,
2026-07-07T02:11:50.813617+09:00,여의도,여의도,POI072,KEY_4,한산한,5,30000,40000,100.0,0.0,0.0,0.0,67.6,0.0,11.8,20.6,100.0,0.0,20260707 0140,
2026-07-07T02:11:50.813617+09:00,연남동,연남동,POI073,KEY_1,한산한,4,40000,50000,100.0,0.0,0.0,66.7,8.3,25.0,0.0,0.0,100.0,0.0,20260707 0150,
2026-07-07T02:11:50.813617+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,한산한,4,150000,200000,69.7,30.3,0.0,30.3,67.0,0.0,2.7,0.0,100.0,0.0,20260707 0140,
2026-07-07T02:11:50.813617+09:00,용리단길,용리단길,POI076,KEY_3,한산한,4,10000,20000,28.6,71.4,0.0,0.0,28.6,71.4,0.0,0.0,100.0,0.0,20260707 0000,
2026-07-07T02:11:50.813617+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,한산한,4,20000,30000,68.2,31.8,0.0,9.1,90.9,0.0,0.0,0.0,100.0,0.0,20260706 2240,
2026-07-07T02:11:50.813617+09:00,익선동,익선동,POI116,KEY_1,한산한,8,300000,350000,85.9,14.1,0.0,3.1,65.6,0.0,9.4,21.9,100.0,0.0,20260707 0150,
2026-07-07T02:11:50.813617+09:00,인사동,인사동,POI078,KEY_2,한산한,4,10000,20000,35.3,64.7,0.0,64.7,0.0,23.5,11.8,0.0,100.0,0.0,20260706 2340,
2026-07-07T02:11:50.813617+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,한산한,11,80000,90000,29.6,70.4,0.0,27.2,64.2,7.4,1.2,0.0,94.2,5.8,20260707 0200,
2026-07-07T02:11:50.813617+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,한산한,7,20000,30000,30.4,69.6,0.0,17.4,17.4,0.0,52.2,13.0,100.0,0.0,20260707 0150,
2026-07-07T02:11:50.813617+09:00,청담동 명품거리,청담동 명품거리,POI080,KEY_1,한산한,4,90000,100000,0.0,100.0,0.0,100.0,0.0,0.0,0.0,0.0,44.2,55.8,20260707 0120,
