fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME
2026-06-08T01:40:09.169696+09:00,뚝섬역,뚝섬역,POI025,KEY_1,한산한,7,70000,80000,61.5,38.5,0.0,30.8,38.5,30.8,0.0,0.0,100.0,0.0,20260608 0000
2026-06-08T01:40:09.169696+09:00,미아사거리역,미아사거리역,POI026,KEY_2,한산한,4,20000,30000,38.5,61.5,26.9,34.6,38.5,0.0,0.0,0.0,100.0,0.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,발산역,발산역,POI027,KEY_3,한산한,5,30000,40000,100.0,0.0,0.0,40.6,0.0,34.4,12.5,12.5,100.0,0.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,사당역,사당역,POI029,KEY_4,한산한,4,10000,20000,100.0,0.0,0.0,50.0,33.3,0.0,16.7,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,서울대입구역,서울대입구역,POI031,KEY_2,한산한,4,10000,20000,20.0,80.0,0.0,60.0,40.0,0.0,0.0,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,서울식물원·마곡나루역,서울식물원·마곡나루역,POI032,KEY_3,한산한,4,10000,20000,83.3,16.7,0.0,44.4,16.7,0.0,38.9,0.0,100.0,0.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,서울역,서울역,POI033,KEY_4,한산한,8,350000,400000,100.0,0.0,0.0,0.0,0.0,4.8,47.6,47.6,100.0,0.0,20260607 2210
2026-06-08T01:40:09.169696+09:00,선릉역,선릉역,POI034,KEY_1,한산한,7,30000,40000,100.0,0.0,0.0,0.0,43.2,27.0,13.5,16.2,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,성신여대입구역,성신여대입구역,POI035,KEY_2,한산한,4,30000,40000,58.1,41.9,0.0,64.5,29.0,0.0,6.5,0.0,100.0,0.0,20260608 0100
2026-06-08T01:40:09.169696+09:00,수유역,수유역,POI036,KEY_3,한산한,4,10000,20000,100.0,0.0,0.0,33.3,50.0,0.0,16.7,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,신논현역·논현역,신논현역·논현역,POI037,KEY_2,한산한,4,10000,20000,100.0,0.0,0.0,0.0,50.0,0.0,50.0,0.0,100.0,0.0,20260608 0120
2026-06-08T01:40:09.169696+09:00,신도림역,신도림역,POI038,KEY_3,한산한,4,20000,30000,7.4,92.6,0.0,33.3,59.3,0.0,7.4,0.0,100.0,0.0,20260607 2220
2026-06-08T01:40:09.169696+09:00,신림역,신림역,POI039,KEY_4,한산한,19,300000,350000,52.1,47.9,0.0,22.3,29.2,48.5,0.0,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,신정네거리역,신정네거리역,POI117,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,21.4,50.0,28.6,0.0,100.0,0.0,20260608 0010
2026-06-08T01:40:09.169696+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,한산한,4,10000,20000,80.0,20.0,0.0,20.0,53.3,0.0,0.0,26.7,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,쌍문역,쌍문역,POI070,KEY_3,한산한,8,50000,60000,46.4,53.6,0.0,3.6,5.4,50.0,33.9,7.1,100.0,0.0,20260608 0000
2026-06-08T01:40:09.169696+09:00,양재역,양재역,POI041,KEY_4,한산한,4,20000,30000,100.0,0.0,0.0,0.0,72.7,18.2,9.1,0.0,100.0,0.0,20260607 2310
2026-06-08T01:40:09.169696+09:00,역삼역,역삼역,POI042,KEY_1,한산한,6,60000,70000,37.9,62.1,0.0,18.2,21.2,13.6,47.0,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,연신내역,연신내역,POI043,KEY_2,한산한,6,50000,60000,52.0,48.0,0.0,36.0,20.0,26.0,18.0,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,오목교역·목동운동장,오목교역·목동운동장,POI044,KEY_3,한산한,6,20000,30000,55.6,44.4,0.0,0.0,48.1,0.0,0.0,51.9,100.0,0.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,왕십리역,왕십리역,POI045,KEY_4,한산한,4,150000,200000,0.0,100.0,0.0,76.7,0.0,23.3,0.0,0.0,68.3,31.7,20260608 0130
2026-06-08T01:40:09.169696+09:00,용산역,용산역,POI046,KEY_1,한산한,4,30000,40000,42.9,57.1,0.0,57.1,28.6,0.0,14.3,0.0,100.0,0.0,20260608 0100
2026-06-08T01:40:09.169696+09:00,이태원역,이태원역,POI047,KEY_2,보통,12,350000,400000,83.7,16.3,0.0,55.2,21.2,23.6,0.0,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,잠실새내역,잠실새내역,POI118,KEY_3,한산한,4,20000,30000,92.6,7.4,0.0,0.0,92.6,0.0,7.4,0.0,100.0,0.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,잠실역,잠실역,POI119,KEY_4,한산한,4,10000,20000,15.8,84.2,0.0,84.2,0.0,15.8,0.0,0.0,100.0,0.0,20260607 2320
2026-06-08T01:40:09.169696+09:00,장지역,장지역,POI048,KEY_1,한산한,4,10000,20000,71.4,28.6,0.0,42.9,0.0,0.0,57.1,0.0,100.0,0.0,20260608 0050
2026-06-08T01:40:09.169696+09:00,장한평역,장한평역,POI049,KEY_2,한산한,6,60000,70000,84.3,15.7,0.0,78.4,11.8,9.8,0.0,0.0,85.0,15.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,천호역,천호역,POI050,KEY_3,한산한,10,100000,150000,78.7,21.3,0.0,21.3,18.0,56.2,4.5,0.0,84.3,15.7,20260608 0100
2026-06-08T01:40:09.169696+09:00,총신대입구(이수)역,총신대입구(이수)역,POI051,KEY_4,한산한,4,20000,30000,90.9,9.1,0.0,72.7,18.2,9.1,0.0,0.0,100.0,0.0,20260608 0130
2026-06-08T01:40:09.169696+09:00,충정로역,충정로역,POI052,KEY_1,한산한,5,40000,50000,100.0,0.0,0.0,44.4,27.8,27.8,0.0,0.0,45.0,55.0,20260607 2300
2026-06-08T01:40:09.169696+09:00,합정역,합정역,POI053,KEY_2,한산한,4,20000,30000,78.9,21.1,0.0,21.1,21.1,0.0,57.9,0.0,100.0,0.0,20260608 0110
2026-06-08T01:40:09.169696+09:00,혜화역,혜화역,POI054,KEY_3,한산한,4,20000,30000,71.4,28.6,0.0,85.7,14.3,0.0,0.0,0.0,100.0,0.0,20260608 0120
2026-06-08T01:40:09.169696+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,한산한,4,30000,40000,86.4,13.6,0.0,68.2,18.2,0.0,13.6,0.0,74.2,25.8,20260608 0110
2026-06-08T01:40:09.169696+09:00,회기역,회기역,POI056,KEY_1,한산한,5,40000,50000,76.7,23.3,0.0,25.6,18.6,32.6,0.0,23.3,100.0,0.0,20260608 0130
2026-06-08T02:37:54.553473+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,4,30000,40000,100.0,0.0,0.0,60.9,21.7,17.4,0.0,0.0,51.1,48.9,20260608 0100
2026-06-08T02:37:54.553473+09:00,보신각,보신각,POI010,KEY_3,한산한,4,40000,50000,23.8,76.2,0.0,76.2,16.7,0.0,7.1,0.0,100.0,0.0,20260608 0050
2026-06-08T02:37:54.553473+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,8,100000,150000,0.0,100.0,0.0,21.8,78.2,0.0,0.0,0.0,100.0,0.0,20260607 2250
2026-06-08T02:37:54.553473+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,4,10000,20000,20.0,80.0,0.0,6.7,0.0,20.0,20.0,53.3,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,4,60000,70000,100.0,0.0,0.0,0.0,22.9,0.0,77.1,0.0,70.6,29.4,20260608 0220
2026-06-08T02:37:54.553473+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,보통,14,1100000,1200000,84.2,15.8,1.8,46.2,37.8,9.0,4.3,0.9,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,9,40000,50000,81.6,18.4,0.0,28.6,38.8,32.7,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,4,250000,300000,3.7,96.3,0.0,0.7,3.7,0.0,0.0,95.6,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,63,1300000,1400000,67.9,32.1,5.0,61.2,25.1,3.6,5.1,0.0,99.7,0.3,20260608 0220
2026-06-08T02:37:54.553473+09:00,가락시장,가락시장,POI058,KEY_2,한산한,6,250000,300000,88.3,11.7,0.0,0.0,3.9,0.0,96.1,0.0,72.2,27.8,20260608 0210
2026-06-08T02:37:54.553473+09:00,가로수길,가로수길,POI059,KEY_3,한산한,5,30000,40000,88.2,11.8,0.0,11.8,38.2,11.8,38.2,0.0,100.0,0.0,20260608 0210
2026-06-08T02:37:54.553473+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,6,10000,20000,28.6,71.4,0.0,71.4,28.6,0.0,0.0,0.0,100.0,0.0,20260607 2210
2026-06-08T02:37:54.553473+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,60000,70000,73.3,26.7,63.3,26.7,0.0,10.0,0.0,0.0,100.0,0.0,20260607 2230
2026-06-08T02:37:54.553473+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,7,50000,60000,52.0,48.0,0.0,22.0,56.0,22.0,0.0,0.0,100.0,0.0,20260607 2330
2026-06-08T02:37:54.553473+09:00,노량진,노량진,POI063,KEY_3,한산한,5,30000,40000,76.3,23.7,0.0,44.7,55.3,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,보통,6,200000,250000,23.0,77.0,0.0,41.9,0.0,23.0,0.0,35.1,100.0,0.0,20260607 1950
2026-06-08T02:37:54.553473+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,40000,50000,53.3,46.7,0.0,0.0,42.2,40.0,4.4,13.3,100.0,0.0,20260607 2110
2026-06-08T02:37:54.553473+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,4,20000,30000,100.0,0.0,0.0,0.0,0.0,0.0,14.3,85.7,100.0,0.0,20260608 0050
2026-06-08T02:37:54.553473+09:00,서촌,서촌,POI067,KEY_3,한산한,5,20000,30000,83.3,16.7,0.0,0.0,16.7,50.0,33.3,0.0,52.4,47.6,20260607 2350
2026-06-08T02:37:54.553473+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,4,100000,150000,16.8,83.2,0.0,0.0,72.5,27.5,0.0,0.0,100.0,0.0,20260608 0100
2026-06-08T02:37:54.553473+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,5,40000,50000,40.5,59.5,0.0,50.0,50.0,0.0,0.0,0.0,100.0,0.0,20260608 0100
2026-06-08T02:37:54.553473+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,7,50000,60000,32.0,68.0,0.0,72.0,28.0,0.0,0.0,0.0,100.0,0.0,20260607 2330
2026-06-08T02:37:54.553473+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,한산한,4,20000,30000,89.7,10.3,0.0,79.3,0.0,0.0,0.0,20.7,100.0,0.0,20260608 0120
2026-06-08T02:37:54.553473+09:00,여의도,여의도,POI072,KEY_4,한산한,6,30000,40000,77.8,22.2,0.0,61.1,33.3,5.6,0.0,0.0,56.3,43.8,20260608 0120
2026-06-08T02:37:54.553473+09:00,연남동,연남동,POI073,KEY_1,한산한,4,20000,30000,48.8,51.2,0.0,29.3,29.3,0.0,41.5,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,한산한,4,20000,30000,50.0,50.0,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,용리단길,용리단길,POI076,KEY_3,한산한,5,100000,150000,6.6,93.4,0.0,100.0,0.0,0.0,0.0,0.0,100.0,0.0,20260607 2320
2026-06-08T02:37:54.553473+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,보통,4,150000,200000,87.5,12.5,0.0,14.1,85.9,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,익선동,익선동,POI116,KEY_1,한산한,5,10000,20000,100.0,0.0,0.0,64.3,35.7,0.0,0.0,0.0,100.0,0.0,20260608 0210
2026-06-08T02:37:54.553473+09:00,인사동,인사동,POI078,KEY_2,한산한,4,10000,20000,26.3,73.7,0.0,31.6,52.6,15.8,0.0,0.0,100.0,0.0,20260607 2330
2026-06-08T02:37:54.553473+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,한산한,9,40000,50000,81.6,18.4,0.0,28.6,38.8,32.7,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,한산한,5,30000,40000,69.0,31.0,31.0,13.8,6.9,48.3,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,청담동 명품거리,청담동 명품거리,POI080,KEY_1,한산한,4,40000,50000,100.0,0.0,0.0,15.2,0.0,84.8,0.0,0.0,100.0,0.0,20260607 2300
2026-06-08T02:37:54.553473+09:00,청량리 제기동 일대 전통시장,청량리 제기동 일대 전통시장,POI081,KEY_2,한산한,4,20000,30000,60.9,39.1,0.0,8.7,52.2,39.1,0.0,0.0,100.0,0.0,20260607 2200
2026-06-08T02:37:54.553473+09:00,해방촌·경리단길,해방촌·경리단길,POI082,KEY_3,한산한,4,20000,30000,91.3,8.7,0.0,60.9,30.4,8.7,0.0,0.0,100.0,0.0,20260608 0100
2026-06-08T02:37:54.553473+09:00,DDP(동대문디자인플라자),DDP(동대문디자인플라자),POI083,KEY_4,한산한,4,80000,90000,87.7,12.3,0.0,4.9,7.4,87.7,0.0,0.0,100.0,0.0,20260607 2210
2026-06-08T02:37:54.553473+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,한산한,4,30000,40000,74.4,25.6,0.0,25.6,0.0,38.5,35.9,0.0,100.0,0.0,20260608 0100
2026-06-08T02:37:54.553473+09:00,가산디지털단지역,가산디지털단지역,POI013,KEY_2,한산한,4,20000,30000,100.0,0.0,0.0,0.0,75.0,25.0,0.0,0.0,59.3,40.7,20260608 0220
2026-06-08T02:37:54.553473+09:00,강남역,강남역,POI014,KEY_3,한산한,6,30000,40000,68.8,31.3,0.0,59.4,31.3,9.4,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,건대입구역,건대입구역,POI015,KEY_4,한산한,4,150000,200000,20.0,80.0,17.4,20.0,20.0,42.6,0.0,0.0,100.0,0.0,20260608 0210
2026-06-08T02:37:54.553473+09:00,고덕역,고덕역,POI016,KEY_1,한산한,4,10000,20000,66.7,33.3,16.7,16.7,50.0,16.7,0.0,0.0,100.0,0.0,20260608 0000
2026-06-08T02:37:54.553473+09:00,고속터미널역,고속터미널역,POI017,KEY_2,한산한,4,0,10000,33.3,66.7,0.0,44.4,0.0,22.2,33.3,0.0,100.0,0.0,20260608 0000
2026-06-08T02:37:54.553473+09:00,교대역,교대역,POI018,KEY_3,한산한,4,10000,20000,100.0,0.0,0.0,30.8,30.8,38.5,0.0,0.0,100.0,0.0,20260608 0120
2026-06-08T02:37:54.553473+09:00,구로디지털단지역,구로디지털단지역,POI019,KEY_4,한산한,4,20000,30000,64.0,36.0,0.0,52.0,48.0,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,구로역,구로역,POI020,KEY_1,한산한,5,70000,80000,60.0,40.0,0.0,0.0,65.3,13.3,5.3,16.0,100.0,0.0,20260607 2350
2026-06-08T02:37:54.553473+09:00,군자역,군자역,POI021,KEY_2,한산한,4,300000,350000,100.0,0.0,0.0,5.4,16.0,76.9,1.6,0.0,100.0,0.0,20260608 0120
2026-06-08T02:37:54.553473+09:00,대림역,대림역,POI023,KEY_3,한산한,4,20000,30000,85.7,14.3,0.0,0.0,0.0,28.6,0.0,71.4,100.0,0.0,20260608 0110
2026-06-08T02:37:54.553473+09:00,동대문역,동대문역,POI024,KEY_4,한산한,5,30000,40000,28.1,71.9,0.0,0.0,6.3,50.0,21.9,21.9,100.0,0.0,20260608 0000
2026-06-08T02:37:54.553473+09:00,뚝섬역,뚝섬역,POI025,KEY_1,한산한,4,10000,20000,61.5,38.5,0.0,30.8,38.5,30.8,0.0,0.0,100.0,0.0,20260608 0130
2026-06-08T02:37:54.553473+09:00,미아사거리역,미아사거리역,POI026,KEY_2,한산한,4,20000,30000,38.5,61.5,26.9,34.6,38.5,0.0,0.0,0.0,100.0,0.0,20260608 0110
2026-06-08T02:37:54.553473+09:00,발산역,발산역,POI027,KEY_3,한산한,4,10000,20000,80.0,20.0,0.0,0.0,60.0,20.0,0.0,20.0,100.0,0.0,20260608 0210
2026-06-08T02:37:54.553473+09:00,사당역,사당역,POI029,KEY_4,한산한,4,40000,50000,100.0,0.0,0.0,10.0,87.5,0.0,2.5,0.0,100.0,0.0,20260608 0210
2026-06-08T02:37:54.553473+09:00,서울대입구역,서울대입구역,POI031,KEY_2,한산한,7,70000,80000,90.0,10.0,0.0,10.0,18.6,71.4,0.0,0.0,100.0,0.0,20260608 0210
2026-06-08T02:37:54.553473+09:00,서울식물원·마곡나루역,서울식물원·마곡나루역,POI032,KEY_3,한산한,4,10000,20000,83.3,16.7,0.0,44.4,16.7,0.0,38.9,0.0,100.0,0.0,20260608 0110
2026-06-08T02:37:54.553473+09:00,서울역,서울역,POI033,KEY_4,한산한,8,350000,400000,100.0,0.0,0.0,0.0,0.0,4.8,47.6,47.6,100.0,0.0,20260607 2210
2026-06-08T02:37:54.553473+09:00,선릉역,선릉역,POI034,KEY_1,한산한,4,20000,30000,100.0,0.0,0.0,46.4,35.7,17.9,0.0,0.0,100.0,0.0,20260608 0150
2026-06-08T02:37:54.553473+09:00,성신여대입구역,성신여대입구역,POI035,KEY_2,한산한,4,30000,40000,100.0,0.0,0.0,76.2,23.8,0.0,0.0,0.0,100.0,0.0,20260608 0100
2026-06-08T02:37:54.553473+09:00,수유역,수유역,POI036,KEY_3,한산한,6,30000,40000,38.7,61.3,0.0,54.8,19.4,12.9,0.0,12.9,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,신논현역·논현역,신논현역·논현역,POI037,KEY_2,한산한,4,10000,20000,100.0,0.0,0.0,58.8,0.0,0.0,0.0,41.2,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,신도림역,신도림역,POI038,KEY_3,한산한,4,20000,30000,7.4,92.6,0.0,33.3,59.3,0.0,7.4,0.0,100.0,0.0,20260607 2220
2026-06-08T02:37:54.553473+09:00,신림역,신림역,POI039,KEY_4,한산한,7,50000,60000,67.3,32.7,0.0,10.2,32.7,22.4,0.0,34.7,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,신정네거리역,신정네거리역,POI117,KEY_1,한산한,4,10000,20000,100.0,0.0,0.0,0.0,21.4,50.0,28.6,0.0,100.0,0.0,20260608 0010
2026-06-08T02:37:54.553473+09:00,신촌·이대역,신촌·이대역,POI040,KEY_2,한산한,7,60000,70000,87.3,12.7,0.0,58.7,23.8,7.9,0.0,9.5,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,쌍문역,쌍문역,POI070,KEY_3,한산한,4,20000,30000,100.0,0.0,0.0,27.6,24.1,48.3,0.0,0.0,100.0,0.0,20260608 0140
2026-06-08T02:37:54.553473+09:00,양재역,양재역,POI041,KEY_4,한산한,4,20000,30000,100.0,0.0,0.0,0.0,72.7,18.2,9.1,0.0,100.0,0.0,20260607 2310
2026-06-08T02:37:54.553473+09:00,역삼역,역삼역,POI042,KEY_1,한산한,4,40000,50000,100.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,연신내역,연신내역,POI043,KEY_2,한산한,4,50000,60000,88.9,11.1,0.0,0.0,38.9,31.5,0.0,29.6,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,오목교역·목동운동장,오목교역·목동운동장,POI044,KEY_3,한산한,5,30000,40000,100.0,0.0,0.0,23.8,0.0,28.6,47.6,0.0,60.0,40.0,20260608 0150
2026-06-08T02:37:54.553473+09:00,왕십리역,왕십리역,POI045,KEY_4,한산한,5,10000,20000,70.0,30.0,0.0,50.0,10.0,40.0,0.0,0.0,100.0,0.0,20260608 0150
2026-06-08T02:37:54.553473+09:00,용산역,용산역,POI046,KEY_1,한산한,4,100000,150000,12.7,87.3,0.0,0.0,10.9,89.1,0.0,0.0,100.0,0.0,20260608 0200
2026-06-08T02:37:54.553473+09:00,이태원역,이태원역,POI047,KEY_2,바쁜,13,1000000,1100000,88.4,11.6,1.9,43.5,39.6,9.4,4.6,1.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,잠실새내역,잠실새내역,POI118,KEY_3,한산한,6,20000,30000,100.0,0.0,0.0,19.0,42.9,0.0,38.1,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,잠실역,잠실역,POI119,KEY_4,한산한,4,10000,20000,15.8,84.2,0.0,84.2,0.0,15.8,0.0,0.0,100.0,0.0,20260607 2320
2026-06-08T02:37:54.553473+09:00,장지역,장지역,POI048,KEY_1,한산한,4,10000,20000,71.4,28.6,0.0,42.9,0.0,0.0,57.1,0.0,100.0,0.0,20260608 0050
2026-06-08T02:37:54.553473+09:00,장한평역,장한평역,POI049,KEY_2,한산한,6,60000,70000,84.3,15.7,0.0,78.4,11.8,9.8,0.0,0.0,85.0,15.0,20260608 0110
2026-06-08T02:37:54.553473+09:00,천호역,천호역,POI050,KEY_3,한산한,5,20000,30000,33.3,66.7,14.3,0.0,85.7,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,총신대입구(이수)역,총신대입구(이수)역,POI051,KEY_4,한산한,4,20000,30000,90.9,9.1,0.0,72.7,18.2,9.1,0.0,0.0,100.0,0.0,20260608 0130
2026-06-08T02:37:54.553473+09:00,충정로역,충정로역,POI052,KEY_1,한산한,5,40000,50000,100.0,0.0,0.0,44.4,27.8,27.8,0.0,0.0,45.0,55.0,20260607 2300
2026-06-08T02:37:54.553473+09:00,합정역,합정역,POI053,KEY_2,한산한,4,20000,30000,78.9,21.1,0.0,21.1,21.1,0.0,57.9,0.0,100.0,0.0,20260608 0110
2026-06-08T02:37:54.553473+09:00,혜화역,혜화역,POI054,KEY_3,한산한,5,20000,30000,9.1,90.9,0.0,36.4,63.6,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T02:37:54.553473+09:00,홍대입구역(2호선),홍대입구역(2호선),POI055,KEY_4,한산한,4,30000,40000,86.4,13.6,0.0,68.2,18.2,0.0,13.6,0.0,74.2,25.8,20260608 0110
2026-06-08T02:37:54.553473+09:00,회기역,회기역,POI056,KEY_1,한산한,5,50000,60000,100.0,0.0,0.0,77.8,22.2,0.0,0.0,0.0,100.0,0.0,20260608 0140
2026-06-08T03:40:01.502151+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,4,30000,40000,100.0,0.0,0.0,60.9,21.7,17.4,0.0,0.0,51.1,48.9,20260608 0100
2026-06-08T03:40:01.502151+09:00,보신각,보신각,POI010,KEY_3,한산한,4,40000,50000,23.8,76.2,0.0,76.2,16.7,0.0,7.1,0.0,100.0,0.0,20260608 0050
2026-06-08T03:40:01.502151+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,8,100000,150000,0.0,100.0,0.0,21.8,78.2,0.0,0.0,0.0,100.0,0.0,20260607 2250
2026-06-08T03:40:01.502151+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,6,40000,50000,65.0,35.0,0.0,0.0,65.0,0.0,0.0,35.0,95.1,4.9,20260608 0320
2026-06-08T03:40:01.502151+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,4,20000,30000,100.0,0.0,0.0,45.5,54.5,0.0,0.0,0.0,100.0,0.0,20260608 0310
2026-06-08T03:40:01.502151+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,보통,21,550000,600000,74.0,26.0,0.0,38.2,34.0,26.4,1.5,0.0,100.0,0.0,20260608 0320
2026-06-08T03:40:01.502151+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,5,20000,30000,93.0,7.0,0.0,74.4,14.0,4.7,0.0,7.0,100.0,0.0,20260608 0320
2026-06-08T03:40:01.502151+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,6,30000,40000,50.0,50.0,0.0,0.0,21.9,6.3,0.0,71.9,100.0,0.0,20260608 0320
2026-06-08T03:40:01.502151+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,한산한,27,450000,500000,74.9,25.1,8.1,55.5,29.0,4.1,3.3,0.0,95.6,4.4,20260608 0320
2026-06-08T03:40:01.502151+09:00,가락시장,가락시장,POI058,KEY_2,한산한,8,200000,250000,100.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,55.8,44.2,20260608 0230
2026-06-08T03:40:01.502151+09:00,가로수길,가로수길,POI059,KEY_3,한산한,5,30000,40000,61.8,38.2,0.0,38.2,61.8,0.0,0.0,0.0,100.0,0.0,20260608 0250
2026-06-08T03:40:01.502151+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,6,10000,20000,28.6,71.4,0.0,71.4,28.6,0.0,0.0,0.0,100.0,0.0,20260607 2210
2026-06-08T03:40:01.502151+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,60000,70000,73.3,26.7,63.3,26.7,0.0,10.0,0.0,0.0,100.0,0.0,20260607 2230
2026-06-08T03:40:01.502151+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,7,50000,60000,52.0,48.0,0.0,22.0,56.0,22.0,0.0,0.0,100.0,0.0,20260607 2330
2026-06-08T03:40:01.502151+09:00,노량진,노량진,POI063,KEY_3,한산한,5,30000,40000,76.3,23.7,0.0,44.7,55.3,0.0,0.0,0.0,100.0,0.0,20260608 0220
2026-06-08T03:40:01.502151+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,보통,6,200000,250000,23.0,77.0,0.0,41.9,0.0,23.0,0.0,35.1,100.0,0.0,20260607 1950
2026-06-08T03:40:01.502151+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,40000,50000,53.3,46.7,0.0,0.0,42.2,40.0,4.4,13.3,100.0,0.0,20260607 2110
