fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME
2026-06-07T00:37:08.223120+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,4,20000,30000,9.1,90.9,0.0,27.3,72.7,0.0,0.0,0.0,100.0,0.0,20260607 0000
2026-06-07T00:37:08.223120+09:00,보신각,보신각,POI010,KEY_3,한산한,13,100000,150000,88.1,11.9,0.0,3.0,76.1,12.7,0.0,8.2,98.5,1.5,20260607 0010
2026-06-07T00:37:08.223120+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,5,40000,50000,40.7,59.3,2.8,0.0,64.7,9.4,8.5,14.5,100.0,0.0,20260606 2310
2026-06-07T00:37:08.223120+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,13,80000,90000,76.4,23.6,8.3,36.1,19.4,11.1,18.1,6.9,84.7,15.3,20260607 0010
2026-06-07T00:37:08.223120+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,15,150000,200000,98.4,1.6,0.0,51.9,25.9,14.8,1.6,5.8,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,분주한,124,4500000,4600000,79.1,20.9,0.4,34.5,57.0,7.1,0.9,0.0,98.6,1.4,20260607 0010
2026-06-07T00:37:08.223120+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,보통,77,1900000,2000000,48.7,51.3,0.0,47.7,41.7,7.8,2.8,0.1,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,보통,48,1800000,1900000,77.7,22.3,0.3,53.0,21.8,20.7,0.1,4.1,99.9,0.1,20260607 0010
2026-06-07T00:37:08.223120+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,223,5300000,5400000,61.9,38.1,2.4,53.2,36.5,4.4,1.9,1.7,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,가락시장,가락시장,POI058,KEY_2,한산한,4,80000,90000,0.0,100.0,0.0,0.0,3.8,58.2,22.2,15.8,100.0,0.0,20260606 2300
2026-06-07T00:37:08.223120+09:00,가로수길,가로수길,POI059,KEY_3,한산한,15,950000,1000000,97.8,2.2,0.0,2.8,49.3,47.2,0.1,0.5,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,7,10000,20000,42.1,57.9,0.0,52.6,0.0,47.4,0.0,0.0,100.0,0.0,20260606 2220
2026-06-07T00:37:08.223120+09:00,김포공항,김포공항,POI061,KEY_1,한산한,5,40000,50000,61.0,39.0,0.0,0.0,61.0,24.4,14.6,0.0,100.0,0.0,20260606 2250
2026-06-07T00:37:08.223120+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,5,20000,30000,90.0,10.0,0.0,10.0,40.0,0.0,0.0,50.0,100.0,0.0,20260606 2310
2026-06-07T00:37:08.223120+09:00,노량진,노량진,POI063,KEY_3,한산한,17,100000,150000,73.0,27.0,0.0,27.0,52.4,8.7,10.3,1.6,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,5,10000,20000,40.0,60.0,0.0,0.0,20.0,40.0,40.0,0.0,100.0,0.0,20260606 2220
2026-06-07T00:37:08.223120+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,30000,40000,0.0,100.0,0.0,0.0,0.0,96.9,3.1,0.0,100.0,0.0,20260606 2300
2026-06-07T00:37:08.223120+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,6,20000,30000,7.7,92.3,0.0,7.7,46.2,34.6,11.5,0.0,100.0,0.0,20260606 2330
2026-06-07T00:37:08.223120+09:00,서촌,서촌,POI067,KEY_3,한산한,5,30000,40000,84.4,15.6,0.0,0.0,75.0,15.6,9.4,0.0,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,14,450000,500000,57.6,42.4,0.0,27.8,48.7,22.1,1.4,0.0,89.3,10.7,20260607 0010
2026-06-07T00:37:08.223120+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,14,300000,350000,59.5,40.5,0.0,22.3,54.3,23.5,0.0,0.0,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,5,50000,60000,84.9,15.1,0.0,32.1,67.9,0.0,0.0,0.0,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,한산한,29,1200000,1300000,80.7,19.3,0.0,31.3,40.5,21.8,0.0,6.3,72.6,27.4,20260607 0010
2026-06-07T00:37:08.223120+09:00,여의도,여의도,POI072,KEY_4,한산한,16,100000,150000,46.5,53.5,0.0,37.7,42.1,15.8,4.4,0.0,97.4,2.6,20260607 0010
2026-06-07T00:37:08.223120+09:00,연남동,연남동,POI073,KEY_1,보통,32,700000,750000,71.5,28.5,0.0,41.8,55.6,0.0,0.3,2.3,99.7,0.3,20260607 0010
2026-06-07T00:37:08.223120+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,보통,24,850000,900000,69.8,30.2,1.4,23.4,13.4,5.7,49.3,6.9,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,용리단길,용리단길,POI076,KEY_3,한산한,10,300000,350000,14.5,85.5,0.0,51.0,47.6,0.0,0.0,1.4,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,분주한,41,1000000,1100000,77.8,22.2,0.0,31.5,67.4,0.2,0.9,0.0,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,익선동,익선동,POI116,KEY_1,보통,31,1100000,1200000,60.2,39.8,0.0,40.1,47.3,4.6,5.2,2.8,91.6,8.4,20260607 0010
2026-06-07T00:37:08.223120+09:00,인사동,인사동,POI078,KEY_2,한산한,4,10000,20000,25.0,75.0,0.0,12.5,87.5,0.0,0.0,0.0,89.5,10.5,20260607 0010
2026-06-07T00:37:08.223120+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,보통,61,1800000,1900000,48.4,51.6,0.0,48.5,41.7,7.1,2.7,0.1,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,보통,54,3100000,3200000,90.2,9.8,0.8,14.8,12.2,5.5,6.4,60.2,82.4,17.6,20260607 0010
2026-06-07T00:37:08.223120+09:00,청담동 명품거리,청담동 명품거리,POI080,KEY_1,한산한,5,70000,80000,60.5,39.5,0.0,58.1,41.9,0.0,0.0,0.0,57.5,42.5,20260606 2320
2026-06-07T00:37:08.223120+09:00,청량리 제기동 일대 전통시장,청량리 제기동 일대 전통시장,POI081,KEY_2,한산한,6,40000,50000,55.1,44.9,0.0,42.9,40.8,16.3,0.0,0.0,100.0,0.0,20260606 2340
2026-06-07T00:37:08.223120+09:00,해방촌·경리단길,해방촌·경리단길,POI082,KEY_3,한산한,10,100000,150000,61.4,38.6,0.0,41.7,40.2,0.0,0.0,18.2,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,DDP(동대문디자인플라자),DDP(동대문디자인플라자),POI083,KEY_4,한산한,4,10000,20000,57.1,42.9,0.0,71.4,0.0,28.6,0.0,0.0,100.0,0.0,20260606 2300
2026-06-07T00:37:08.223120+09:00,DMC(디지털미디어시티),DMC(디지털미디어시티),POI084,KEY_1,한산한,7,30000,40000,70.6,29.4,2.9,58.8,20.6,11.8,5.9,0.0,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,가산디지털단지역,가산디지털단지역,POI013,KEY_2,한산한,8,100000,150000,62.5,37.5,0.0,7.1,35.7,52.7,4.5,0.0,100.0,0.0,20260607 0010
2026-06-07T00:37:08.223120+09:00,강남역,강남역,POI014,KEY_3,보통,77,2000000,2100000,51.6,48.4,0.8,21.0,56.1,3.7,14.9,3.6,86.2,13.8,20260607 0010
