fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME
2026-07-08T00:49:06.997822+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,4,30000,40000,12.9,87.1,0.0,0.0,12.9,0.0,0.0,87.1,100.0,0.0,20260708 0000
2026-07-08T00:49:06.997822+09:00,보신각,보신각,POI010,KEY_3,한산한,4,200000,250000,70.2,29.8,0.0,29.8,70.2,0.0,0.0,0.0,79.8,20.2,20260708 0010
2026-07-08T00:49:06.997822+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,5,50000,60000,100.0,0.0,0.0,0.0,18.8,81.3,0.0,0.0,32.0,68.0,20260707 2320
2026-07-08T00:49:06.997822+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,15,150000,200000,74.1,25.9,0.0,33.3,13.6,19.1,24.1,9.9,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,15,90000,100000,71.9,28.1,0.0,9.4,29.2,26.0,12.5,22.9,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,5,100000,150000,84.1,15.9,0.0,0.0,100.0,0.0,0.0,0.0,93.2,6.8,20260708 0010
2026-07-08T00:49:06.997822+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,18,550000,600000,63.4,36.6,0.7,35.3,31.6,1.8,8.5,22.1,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,23,400000,450000,65.7,34.3,0.0,23.3,50.6,18.0,3.7,4.5,87.7,12.3,20260708 0010
2026-07-08T00:49:06.997822+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,59,1600000,1700000,58.5,41.5,6.3,38.4,26.5,16.8,12.0,0.0,84.9,15.1,20260708 0010
2026-07-08T00:49:06.997822+09:00,가락시장,가락시장,POI058,KEY_2,한산한,4,100000,150000,3.1,96.9,0.0,0.0,0.0,96.9,3.1,0.0,100.0,0.0,20260707 2310
2026-07-08T00:49:06.997822+09:00,가로수길,가로수길,POI059,KEY_3,한산한,18,1300000,1400000,41.3,58.7,0.0,12.1,51.9,1.5,34.5,0.0,15.1,84.9,20260708 0010
2026-07-08T00:49:06.997822+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,5,10000,20000,14.3,85.7,0.0,85.7,14.3,0.0,0.0,0.0,38.9,61.1,20260707 2220
2026-07-08T00:49:06.997822+09:00,김포공항,김포공항,POI061,KEY_1,한산한,5,20000,30000,54.2,45.8,25.0,0.0,12.5,54.2,8.3,0.0,100.0,0.0,20260707 2200
2026-07-08T00:49:06.997822+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,4,10000,20000,80.0,20.0,0.0,0.0,0.0,50.0,50.0,0.0,100.0,0.0,20260707 2330
2026-07-08T00:49:06.997822+09:00,노량진,노량진,POI063,KEY_3,한산한,12,150000,200000,94.0,6.0,0.0,11.9,83.3,0.0,4.8,0.0,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,4,20000,30000,80.0,20.0,0.0,20.0,46.7,33.3,0.0,0.0,100.0,0.0,20260707 2100
2026-07-08T00:49:06.997822+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,50000,60000,56.9,43.1,0.0,0.0,84.5,0.0,15.5,0.0,100.0,0.0,20260707 2340
2026-07-08T00:49:06.997822+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,5,30000,40000,89.5,10.5,7.9,10.5,10.5,0.0,71.1,0.0,100.0,0.0,20260707 2250
2026-07-08T00:49:06.997822+09:00,서촌,서촌,POI067,KEY_3,한산한,5,20000,30000,19.0,81.0,0.0,42.9,33.3,0.0,23.8,0.0,100.0,0.0,20260707 2340
2026-07-08T00:49:06.997822+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,7,40000,50000,100.0,0.0,0.0,20.5,27.3,22.7,4.5,25.0,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,5,40000,50000,26.5,73.5,0.0,0.0,42.9,4.1,44.9,8.2,100.0,0.0,20260708 0000
2026-07-08T00:49:06.997822+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,4,60000,70000,93.8,6.3,0.0,25.0,75.0,0.0,0.0,0.0,100.0,0.0,20260707 2320
2026-07-08T00:49:06.997822+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,한산한,12,450000,500000,71.9,28.1,1.1,1.3,1.7,69.6,26.4,0.0,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,여의도,여의도,POI072,KEY_4,한산한,7,90000,100000,67.7,32.3,0.0,34.4,0.0,36.5,29.2,0.0,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,연남동,연남동,POI073,KEY_1,한산한,6,30000,40000,82.4,17.6,0.0,26.5,35.3,0.0,32.4,5.9,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,한산한,13,100000,150000,74.5,25.5,0.0,12.7,38.2,23.6,14.5,10.9,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,용리단길,용리단길,POI076,KEY_3,보통,10,500000,550000,41.1,58.9,0.0,55.9,27.0,17.1,0.0,0.0,100.0,0.0,20260707 2330
2026-07-08T00:49:06.997822+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,한산한,4,10000,20000,70.6,29.4,0.0,17.6,52.9,0.0,29.4,0.0,100.0,0.0,20260707 2350
2026-07-08T00:49:06.997822+09:00,익선동,익선동,POI116,KEY_1,한산한,7,150000,200000,45.6,54.4,0.0,77.4,22.6,0.0,0.0,0.0,100.0,0.0,20260708 0010
2026-07-08T00:49:06.997822+09:00,인사동,인사동,POI078,KEY_2,한산한,5,40000,50000,18.2,81.8,0.0,90.9,9.1,0.0,0.0,0.0,100.0,0.0,20260707 2330
2026-07-08T00:49:06.997822+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,보통,18,550000,600000,63.4,36.6,0.7,35.3,31.6,1.8,8.5,22.1,100.0,0.0,20260708 0010
