fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME
2026-09-03T03:37:25.679795+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,5,20000,30000,52.9,47.1,0.0,0.0,23.5,76.5,0.0,0.0,70.8,29.2,20260903 0130
2026-09-03T03:37:25.679795+09:00,보신각,보신각,POI010,KEY_3,한산한,4,20000,30000,100.0,0.0,0.0,44.4,0.0,55.6,0.0,0.0,35.7,64.3,20260903 0130
2026-09-03T03:37:25.679795+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,6,40000,50000,92.7,7.3,0.0,0.0,48.8,29.3,22.0,0.0,100.0,0.0,20260902 2300
2026-09-03T03:37:25.679795+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,한산한,13,70000,80000,53.5,46.5,0.0,19.7,40.8,38.0,1.4,0.0,92.3,7.7,20260903 0320
2026-09-03T03:37:25.679795+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,4,10000,20000,100.0,0.0,0.0,0.0,44.4,55.6,0.0,0.0,100.0,0.0,20260903 0220
2026-09-03T03:37:25.679795+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,5,40000,50000,58.5,41.5,0.0,19.5,70.7,0.0,9.8,0.0,100.0,0.0,20260903 0300
2026-09-03T03:37:25.679795+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,4,20000,30000,100.0,0.0,27.6,0.0,72.4,0.0,0.0,0.0,100.0,0.0,20260903 0320
2026-09-03T03:37:25.679795+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,한산한,9,50000,60000,59.3,40.7,0.0,27.8,20.4,50.0,1.9,0.0,100.0,0.0,20260903 0320
2026-09-03T03:37:25.679795+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,한산한,23,450000,500000,68.1,31.9,2.4,60.6,27.1,4.4,5.4,0.0,100.0,0.0,20260903 0320
2026-09-03T03:37:25.679795+09:00,가락시장,가락시장,POI058,KEY_2,한산한,4,20000,30000,48.1,51.9,0.0,3.7,44.4,0.0,14.8,37.0,100.0,0.0,20260903 0320
2026-09-03T03:37:25.679795+09:00,가로수길,가로수길,POI059,KEY_3,한산한,7,40000,50000,88.9,11.1,0.0,33.3,58.3,0.0,8.3,0.0,81.8,18.2,20260903 0300
2026-09-03T03:37:25.679795+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,8,250000,300000,50.0,50.0,0.0,0.0,100.0,0.0,0.0,0.0,100.0,0.0,20260902 2200
2026-09-03T03:37:25.679795+09:00,김포공항,김포공항,POI061,KEY_1,한산한,4,10000,20000,78.9,21.1,0.0,63.2,0.0,0.0,36.8,0.0,100.0,0.0,20260902 2310
2026-09-03T03:37:25.679795+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,4,40000,50000,100.0,0.0,0.0,0.0,9.8,0.0,90.2,0.0,100.0,0.0,20260903 0120
2026-09-03T03:37:25.679795+09:00,노량진,노량진,POI063,KEY_3,한산한,4,70000,80000,100.0,0.0,0.0,10.5,13.2,0.0,0.0,76.3,100.0,0.0,20260903 0250
2026-09-03T03:37:25.679795+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,4,10000,20000,92.3,7.7,0.0,7.7,0.0,76.9,0.0,15.4,100.0,0.0,20260902 2130
2026-09-03T03:37:25.679795+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,4,10000,20000,76.5,23.5,0.0,0.0,17.6,0.0,82.4,0.0,100.0,0.0,20260903 0010
2026-09-03T03:37:25.679795+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,5,30000,40000,37.5,62.5,0.0,34.4,28.1,0.0,0.0,37.5,100.0,0.0,20260902 2240
2026-09-03T03:37:25.679795+09:00,서촌,서촌,POI067,KEY_3,한산한,5,30000,40000,86.5,13.5,0.0,10.8,75.7,0.0,13.5,0.0,100.0,0.0,20260903 0010
2026-09-03T03:37:25.679795+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,4,10000,20000,62.5,37.5,0.0,37.5,12.5,0.0,50.0,0.0,100.0,0.0,20260903 0320
2026-09-03T03:37:25.679795+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,4,30000,40000,67.7,32.3,0.0,32.3,67.7,0.0,0.0,0.0,100.0,0.0,20260903 0140
2026-09-03T03:37:25.679795+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,4,40000,50000,85.7,14.3,0.0,14.3,71.4,0.0,14.3,0.0,93.5,6.5,20260902 2340
2026-09-03T03:37:25.679795+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,보통,4,2100000,2200000,97.2,2.8,0.0,8.3,0.0,91.7,0.0,0.0,100.0,0.0,20260903 0250
2026-09-03T03:37:25.679795+09:00,여의도,여의도,POI072,KEY_4,한산한,4,50000,60000,84.5,15.5,0.0,0.0,0.0,25.9,74.1,0.0,100.0,0.0,20260903 0320
2026-09-03T03:37:25.679795+09:00,연남동,연남동,POI073,KEY_1,한산한,4,200000,250000,39.4,60.6,0.0,63.1,0.0,36.9,0.0,0.0,100.0,0.0,20260903 0300
2026-09-03T03:37:25.679795+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,한산한,4,20000,30000,66.7,33.3,0.0,0.0,61.9,19.0,19.0,0.0,100.0,0.0,20260903 0300
2026-09-03T03:37:25.679795+09:00,용리단길,용리단길,POI076,KEY_3,한산한,4,100000,150000,38.8,61.2,22.4,61.2,0.0,13.8,2.6,0.0,100.0,0.0,20260903 0030
2026-09-03T03:37:25.679795+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,한산한,4,10000,20000,72.2,27.8,0.0,33.3,61.1,5.6,0.0,0.0,100.0,0.0,20260903 0040
2026-09-03T03:37:25.679795+09:00,익선동,익선동,POI116,KEY_1,한산한,4,40000,50000,100.0,0.0,0.0,9.8,31.7,12.2,46.3,0.0,100.0,0.0,20260903 0240
2026-09-03T03:37:25.679795+09:00,인사동,인사동,POI078,KEY_2,한산한,4,30000,40000,7.1,92.9,0.0,0.0,0.0,0.0,71.4,28.6,38.5,61.5,20260903 0110
2026-09-03T03:37:25.679795+09:00,잠실롯데타워·석촌호수,잠실롯데타워·석촌호수,POI120,KEY_3,한산한,4,20000,30000,100.0,0.0,27.6,0.0,72.4,0.0,0.0,0.0,100.0,0.0,20260903 0320
