fetched_at,place_name,AREA_NM,AREA_CD,_key_used,AREA_CMRCL_LVL,AREA_SH_PAYMENT_CNT,AREA_SH_PAYMENT_AMT_MIN,AREA_SH_PAYMENT_AMT_MAX,CMRCL_MALE_RATE,CMRCL_FEMALE_RATE,CMRCL_10_RATE,CMRCL_20_RATE,CMRCL_30_RATE,CMRCL_40_RATE,CMRCL_50_RATE,CMRCL_60_RATE,CMRCL_PERSONAL_RATE,CMRCL_CORPORATION_RATE,CMRCL_TIME
2026-06-02T00:18:57.215670+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,한산한,8,50000,60000,94.6,5.4,0.0,54.1,27.0,0.0,18.9,0.0,65.5,34.5,20260601 2350
2026-06-02T00:18:57.215670+09:00,보신각,보신각,POI010,KEY_3,한산한,9,300000,350000,95.5,4.5,0.0,1.8,69.6,28.6,0.0,0.0,70.4,29.6,20260601 2340
2026-06-02T00:18:57.215670+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,한산한,6,30000,40000,70.0,30.0,0.0,60.0,0.0,40.0,0.0,0.0,60.6,39.4,20260601 2240
2026-06-02T00:18:57.215670+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,보통,17,200000,250000,72.8,27.2,0.0,33.9,55.8,10.3,0.0,0.0,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,한산한,7,30000,40000,51.4,48.6,0.0,5.7,34.3,28.6,0.0,31.4,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,한산한,9,150000,200000,61.8,38.2,0.0,37.1,56.7,0.0,0.0,6.2,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,한산한,16,300000,350000,69.9,30.1,0.0,22.4,14.7,23.8,39.2,0.0,93.5,6.5,20260602 0000
2026-06-02T00:18:57.215670+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,보통,29,950000,1000000,69.4,30.6,0.0,7.7,20.3,27.2,43.8,0.9,93.8,6.2,20260602 0000
2026-06-02T00:18:57.215670+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,보통,58,1900000,2000000,70.0,30.0,3.4,33.8,37.4,12.6,12.4,0.4,95.0,5.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,가락시장,가락시장,POI058,KEY_2,한산한,5,20000,30000,44.7,55.3,0.0,8.7,0.0,40.8,47.6,2.9,14.5,85.5,20260602 0000
2026-06-02T00:18:57.215670+09:00,가로수길,가로수길,POI059,KEY_3,한산한,16,350000,400000,77.7,22.3,0.0,17.0,14.8,47.8,17.0,3.3,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,광장(전통)시장,광장(전통)시장,POI060,KEY_4,한산한,6,50000,60000,68.5,31.5,0.0,20.4,18.5,35.2,0.0,25.9,100.0,0.0,20260601 2200
2026-06-02T00:18:57.215670+09:00,김포공항,김포공항,POI061,KEY_1,한산한,7,20000,30000,62.1,37.9,0.0,31.0,27.6,17.2,24.1,0.0,100.0,0.0,20260601 2240
2026-06-02T00:18:57.215670+09:00,남대문시장,남대문시장,POI115,KEY_2,한산한,6,10000,20000,100.0,0.0,0.0,0.0,55.6,0.0,0.0,44.4,100.0,0.0,20260601 2330
2026-06-02T00:18:57.215670+09:00,노량진,노량진,POI063,KEY_3,한산한,10,70000,80000,92.3,7.7,0.0,21.8,51.3,2.6,2.6,21.8,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,덕수궁길·정동길,덕수궁길·정동길,POI064,KEY_4,한산한,4,70000,80000,93.0,7.0,0.0,7.0,1.4,91.5,0.0,0.0,100.0,0.0,20260601 2200
2026-06-02T00:18:57.215670+09:00,북창동 먹자골목,북창동 먹자골목,POI114,KEY_1,한산한,5,20000,30000,59.3,40.7,0.0,0.0,44.4,14.8,0.0,40.7,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,북촌한옥마을,북촌한옥마을,POI066,KEY_2,한산한,5,30000,40000,22.7,77.3,9.1,36.4,0.0,0.0,40.9,13.6,62.2,37.8,20260601 2300
2026-06-02T00:18:57.215670+09:00,서촌,서촌,POI067,KEY_3,한산한,8,40000,50000,77.6,22.4,0.0,16.3,20.4,34.7,10.2,18.4,100.0,0.0,20260601 2350
2026-06-02T00:18:57.215670+09:00,성수카페거리,성수카페거리,POI068,KEY_4,한산한,5,600000,650000,12.3,87.7,0.0,32.7,9.5,57.7,0.0,0.0,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,송리단길·호수단길,송리단길·호수단길,POI121,KEY_1,한산한,5,10000,20000,36.8,63.2,0.0,0.0,57.9,10.5,21.1,10.5,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,신촌 스타광장,신촌 스타광장,POI122,KEY_2,한산한,10,40000,50000,74.3,25.7,0.0,34.3,20.0,0.0,40.0,5.7,76.1,23.9,20260601 2340
2026-06-02T00:18:57.215670+09:00,압구정로데오거리,압구정로데오거리,POI071,KEY_3,한산한,6,900000,950000,75.6,24.4,0.0,15.9,75.6,8.5,0.0,0.0,37.4,62.6,20260602 0000
2026-06-02T00:18:57.215670+09:00,여의도,여의도,POI072,KEY_4,한산한,19,900000,950000,86.9,13.1,6.5,18.6,28.3,44.2,2.4,0.0,73.4,26.6,20260602 0000
2026-06-02T00:18:57.215670+09:00,연남동,연남동,POI073,KEY_1,한산한,14,250000,300000,41.7,58.3,0.0,24.2,51.1,10.2,11.7,2.7,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,영등포 타임스퀘어,영등포 타임스퀘어,POI074,KEY_2,한산한,5,20000,30000,61.9,38.1,0.0,19.0,47.6,0.0,9.5,23.8,100.0,0.0,20260602 0000
2026-06-02T00:18:57.215670+09:00,용리단길,용리단길,POI076,KEY_3,한산한,4,150000,200000,0.0,100.0,0.0,4.3,0.0,0.0,95.7,0.0,46.1,53.9,20260601 2340
2026-06-02T00:18:57.215670+09:00,이태원 앤틱가구거리,이태원 앤틱가구거리,POI077,KEY_4,한산한,6,30000,40000,94.3,5.7,0.0,5.7,57.1,37.1,0.0,0.0,100.0,0.0,20260601 2240
2026-06-02T00:18:57.215670+09:00,익선동,익선동,POI116,KEY_1,보통,10,700000,750000,53.5,46.5,0.0,0.0,32.9,55.8,8.3,3.0,69.6,30.4,20260602 0000
2026-06-02T00:18:57.215670+09:00,인사동,인사동,POI078,KEY_2,한산한,4,40000,50000,100.0,0.0,0.0,0.0,81.8,0.0,0.0,18.2,52.4,47.6,20260602 0000
