fetched_at,place_name,AREA_NM,AREA_CD,_key_used,ACDNT_CNTRL_STTS__ACDNT_OCCR_DT,ACDNT_CNTRL_STTS__EXP_CLR_DT,ACDNT_CNTRL_STTS__ACDNT_TYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_TYPE,ACDNT_CNTRL_STTS__ACDNT_DTYPE,ACDNT_CNTRL_STTS__ACDNT_ENG_DTYPE,ACDNT_CNTRL_STTS__ACDNT_INFO,ACDNT_CNTRL_STTS__ACDNT_ENG_INFO,ACDNT_CNTRL_STTS__ACDNT_X,ACDNT_CNTRL_STTS__ACDNT_Y,ACDNT_CNTRL_STTS__ACDNT_TIME
2026-09-02T06:45:28.100663+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-02 06:01
2026-09-02T06:45:28.100663+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-02 06:01
2026-09-02T09:02:07.045720+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-02 09:01
2026-09-02T09:02:07.045720+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-09-02 08:58,2026-09-02 18:00,공사,Construction,시설물보수,Facility Maintenance,이태원로 (제일기획 → 북한남삼거리) 2차로 시설물보수,Itaewon-ro (Cheil Worldwide → Bukhan Namsamgeori) Second Phase Facility Maintenance,126.99886976598107,37.53522869588518,2026-09-02 09:01
2026-09-02T09:02:07.045720+09:00,이촌한강공원,이촌한강공원,POI108,KEY_4,2026-09-02 08:44,2026-09-02 18:30,공사,Construction,시설물보수,Facility Maintenance,[공사] 강변북로 일산 방향 원효대교북단→마포대교북단 구간 녹지작업 * 통제 기간 : 2026년09월02일 08시02분,"[Construction] Green space work on the north end of Wonhyo Bridge heading toward Riverside North Road Ilsan → and the north end of Mapo Bridge * Control period: September 2, 2026, 08:02",126.95236544089191,37.5299851051559,2026-09-02 09:01
2026-09-02T09:02:07.045720+09:00,시의회 앞,시의회 앞,POI130,KEY_1,2026-09-02 08:53,2026-09-02 18:00,기타,Other,기타,Other,세종대로21길 (청계광장 → 새문안교회) 2차로 기타,Sejong-daero 21-gil (Cheonggye Plaza → Saemunan Church) Second round: others,126.97634428206769,37.56911791268139,2026-09-02 09:01
2026-09-02T13:20:42.589300+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-06-03 21:00,2026-11-02 07:00,공사,Construction,도로보수,Road Repair,소공로 보행환경 개선공사(차로축소| 보도확장) 소공로 서울광장~한국은행앞/양방향 하위1개차로 통제,Sogong-ro Pedestrian Environment Improvement Project (Lane Reduction | Sidewalk Expansion) Sogong-ro: Seoul Plaza to in front of the Bank of Korea / One lower lane closed in both directions,126.97864791274915,37.56470083559572,2026-09-02 13:01
2026-09-02T13:20:42.589300+09:00,이촌한강공원,이촌한강공원,POI108,KEY_4,2026-09-02 08:44,2026-09-02 18:30,공사,Construction,시설물보수,Facility Maintenance,[공사] 강변북로 일산 방향 원효대교북단→마포대교북단 구간 녹지작업 * 통제 기간 : 2026년09월02일 08시02분,"[Construction] Green space work on the north end of Wonhyo Bridge heading toward Riverside North Road Ilsan → and the north end of Mapo Bridge * Control period: September 2, 2026, 08:02",126.95236544089191,37.5299851051559,2026-09-02 13:01
2026-09-02T13:20:42.589300+09:00,여의도,여의도,POI072,KEY_4,2026-09-02 09:15,2026-09-02 17:00,집회및행사,Rally/Event,집회,Unknown Detail Type,[통제] 의사당대로 국회의사당앞교차로 에서 세계평화협력재단 방향 1차로 행사 [무대설치/통제] 의사당대로(여의도역방향) 국회의사당역 5出앞 집회관련 무대설치로 하위3개차로 통제  서울청,"[Control] At the intersection in front of the National Assembly in Capitol Boulevard, the first lane toward the World Peace Cooperation Foundation is being used for an event. [Stage Installation/Control] At Capitol Boulevard (toward Yeouido Station), the lower three lanes are being closed off due to stage setup related to a rally in front of Exit 5 of the National Assembly Station. Seoul Metropolitan Government",126.9169881605124,37.529060054056856,2026-09-02 13:01
2026-09-02T13:20:42.589300+09:00,창동 신경제 중심지,창동 신경제 중심지,POI079,KEY_4,2026-09-02 11:12,2026-09-02 18:00,공사,Construction,시설물보수,Facility Maintenance,노해로 (노원역 → 상계6|7동주민센터) 3차로 시설물보수,Nohae-ro (Nowon Station → Sangye 6|7-dong Community Center) Third phase facility repairs,127.06128915437219,37.65433499583823,2026-09-02 13:01
