fetched_at,place_name,AREA_NM,AREA_CD,_key_used,WEATHER_STTS__WEATHER_TIME,WEATHER_STTS__TEMP,WEATHER_STTS__MAX_TEMP,WEATHER_STTS__MIN_TEMP,WEATHER_STTS__HUMIDITY,WEATHER_STTS__WIND_DIRCT,WEATHER_STTS__WIND_SPD,WEATHER_STTS__PRECIPITATION,WEATHER_STTS__PRECPT_TYPE,WEATHER_STTS__PCP_MSG,WEATHER_STTS__SUNRISE,WEATHER_STTS__SUNSET,WEATHER_STTS__UV_INDEX_LVL,WEATHER_STTS__UV_INDEX,WEATHER_STTS__UV_MSG,WEATHER_STTS__PM25_INDEX,WEATHER_STTS__PM25,WEATHER_STTS__PM10_INDEX,WEATHER_STTS__PM10,WEATHER_STTS__AIR_IDX,WEATHER_STTS__AIR_IDX_MVL,WEATHER_STTS__AIR_IDX_MAIN,WEATHER_STTS__AIR_MSG,WEATHER_STTS__NEWS_LIST,WEATHER_STTS__FCST24HOURS
2026-05-15T00:01:10.746672+09:00,경복궁,경복궁,POI008,KEY_1,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,46,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,46,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,보신각,보신각,POI010,KEY_3,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,46,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,2026-05-15 00:00,23.3,31.0,16.0,45,ENE,0.8,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,26,보통,52,보통,76.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,46,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,2026-05-15 00:00,21.2,31.0,17.0,64,E,1.7,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,40,보통,52,보통,94.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,46,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,40,보통,91.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,2026-05-15 00:00,24.0,31.0,18.0,53,E,1.6,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,49,보통,91.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,2026-05-15 00:00,24.5,31.0,17.0,53,ENE,1.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,34,보통,59,보통,84.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,종로·청계 관광특구,종로·청계 관광특구,POI006,KEY_3,2026-05-15 00:00,22.4,32.0,17.0,59,E,0.1,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,37,보통,46,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,홍대 관광특구,홍대 관광특구,POI007,KEY_4,2026-05-15 00:00,23.2,31.0,18.0,64,ENE,0.7,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,보통,27,보통,45,보통,98.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,강서한강공원,강서한강공원,POI085,KEY_1,2026-05-15 00:00,21.4,30.0,17.0,71,NNE,0.7,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,42,보통,58,보통,87.0,,호흡기가 예민하신 분들은 몸상태 유의하며 활동해주세요.,,
2026-05-15T00:01:10.746672+09:00,고척돔,고척돔,POI086,KEY_2,2026-05-15 00:00,23.2,31.0,18.0,54,ESE,1.9,-,없음,비 또는 눈 소식이 없어요.,05:24,19:33,0,낮음,햇볕에 민감한 분들은 자외선 차단제를 발라주세요.,나쁨,38,보통,55,나쁨,103.0,,"장기간 또는 무리한 실외활동을 제한합니다.눈, 목 등에 통증이 느껴지고 기침이 난다면 실외활동을 피해주세요.",,
