fetched_at,place_name,AREA_NM,AREA_CD,_key_used,LIVE_PPLTN_STTS__AREA_NM,LIVE_PPLTN_STTS__AREA_CD,LIVE_PPLTN_STTS__AREA_CONGEST_LVL,LIVE_PPLTN_STTS__AREA_CONGEST_MSG,LIVE_PPLTN_STTS__AREA_PPLTN_MIN,LIVE_PPLTN_STTS__AREA_PPLTN_MAX,LIVE_PPLTN_STTS__MALE_PPLTN_RATE,LIVE_PPLTN_STTS__FEMALE_PPLTN_RATE,LIVE_PPLTN_STTS__PPLTN_RATE_0,LIVE_PPLTN_STTS__PPLTN_RATE_10,LIVE_PPLTN_STTS__PPLTN_RATE_20,LIVE_PPLTN_STTS__PPLTN_RATE_30,LIVE_PPLTN_STTS__PPLTN_RATE_40,LIVE_PPLTN_STTS__PPLTN_RATE_50,LIVE_PPLTN_STTS__PPLTN_RATE_60,LIVE_PPLTN_STTS__PPLTN_RATE_70,LIVE_PPLTN_STTS__RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__NON_RESNT_PPLTN_RATE,LIVE_PPLTN_STTS__REPLACE_YN,LIVE_PPLTN_STTS__PPLTN_TIME,LIVE_PPLTN_STTS__FCST_YN
2026-06-10T00:16:33.241304+09:00,경복궁,경복궁,POI008,KEY_1,경복궁,POI008,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,54.0,46.0,1.0,8.3,13.3,15.4,19.5,17.8,12.3,12.3,70.4,29.6,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,광화문·덕수궁,광화문·덕수궁,POI009,KEY_2,광화문·덕수궁,POI009,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,5500,6000,60.3,39.7,0.8,3.6,15.6,21.2,23.4,18.8,10.4,6.2,46.0,54.0,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,보신각,보신각,POI010,KEY_3,보신각,POI010,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,64.0,36.0,0.3,2.3,21.3,24.2,22.4,15.2,9.6,4.7,44.0,56.0,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,서울 암사동 유적,서울 암사동 유적,POI011,KEY_4,서울 암사동 유적,POI011,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,300,400,50.2,49.8,4.6,8.0,10.1,14.9,15.6,16.1,15.5,15.1,81.7,18.3,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,창덕궁·종묘,창덕궁·종묘,POI012,KEY_1,창덕궁·종묘,POI012,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4000,4500,54.9,45.1,0.4,4.7,25.1,18.0,15.8,16.1,12.0,7.9,47.1,52.9,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,강남 MICE 관광특구,강남 MICE 관광특구,POI001,KEY_2,강남 MICE 관광특구,POI001,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,3000,3500,56.7,43.3,1.6,5.8,13.6,19.4,21.7,17.8,11.2,8.8,63.6,36.4,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,동대문 관광특구,동대문 관광특구,POI002,KEY_3,동대문 관광특구,POI002,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,22000,24000,49.8,50.2,0.9,2.8,15.0,20.1,21.4,19.0,13.2,7.7,53.2,46.8,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,명동 관광특구,명동 관광특구,POI003,KEY_4,명동 관광특구,POI003,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,12000,14000,61.1,38.9,0.5,3.3,17.6,21.0,22.8,17.8,10.9,6.0,47.7,52.3,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,이태원 관광특구,이태원 관광특구,POI004,KEY_1,이태원 관광특구,POI004,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,4500,5000,55.2,44.8,0.3,5.6,26.9,26.2,18.3,10.3,6.4,6.0,36.5,63.5,N,2026-06-09 23:45,Y
2026-06-10T00:16:33.241304+09:00,잠실 관광특구,잠실 관광특구,POI005,KEY_2,잠실 관광특구,POI005,여유,사람이 몰려있을 가능성이 낮고 붐빔은 거의 느껴지지 않아요. 도보 이동이 자유로워요.,24000,26000,54.5,45.5,0.3,6.0,25.1,24.9,17.7,13.2,7.7,5.0,31.9,68.1,N,2026-06-09 23:45,Y
